questionId,trainingId,sopCode,questionNo,question_type,cognitive_level,prompt,optionA,optionB,optionC,optionD,correct_option,rationale,tags
HIS-TRN-LEGAL-001-Q01,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,1,single_choice,understanding,"For HIS-SOP-LEGAL-001 (legal/privacy/compliance), what is the primary business reason the SOP exists?","To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.",To let managers bypass formal records when urgency is high and document later.,"Reduces legal and compliance risk in contracts, NDAs, candidate data, privacy, job-related screening, work authorization, and escalation.",To provide optional reference guidance for legal/privacy/compliance that teams may adapt without approval.,C,"The SOP exists to support the specific business outcome described for legal/privacy/compliance, not to create optional paperwork.",purpose;business_value
HIS-TRN-LEGAL-001-Q02,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,2,single_choice,application,"Before handling contracts, privacy, EEOC, and work authorization risks is treated as ready under HIS-SOP-LEGAL-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.",Use the most recent email or chat thread as the only working standard.,"Privacy risk, contract/NDA routing, job-related selection criteria, work authorization handling, and escalation must be documented.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",C,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-LEGAL-001-Q03,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,3,single_choice,application,"Which record best proves HIS-SOP-LEGAL-001 was followed for handling contracts, privacy, EEOC, and work authorization risks?","A generic completion message that does not include evidence, owner, or next step.","Legal/compliance review status, privacy assessment, contract/NDA route, selection criteria notes, and escalation outcome.",A verbal update in the daily standup with no system entry.,A personal note or spreadsheet maintained by one team member only.,B,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-LEGAL-001-Q04,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,4,scenario_single_choice,scenario_application,Scenario: A client says they only want candidates of a certain age range for a role. What is the best response?,Ask the team to handle it informally because the situation is time-sensitive.,Treat the issue as resolved if a verbal confirmation was received.,Do not act on the preference; escalate as a potentially discriminatory request and keep screening job-related.,Move forward quickly and document the exception only if a problem occurs.,C,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-LEGAL-001-Q05,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-LEGAL-001?,Using the approved system to make handoffs visible to managers and teammates.,Escalating blockers early when required information or approval is missing.,Treating the legal/compliance escalation record as optional when the team is busy or the role is urgent.,Believing every completed record should also have a clear owner and due date.,C,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-LEGAL-001-Q06,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-LEGAL-001?,No assigned owner is needed if the team discusses it in a meeting.,Any person can close it without review if the outcome looks positive.,"Only the newest team member working the task, because they are closest to the work.",Ops/HR/Legal owner reviews high-risk issues; recruiters and managers escalate concerns early.,D,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-LEGAL-001-Q07,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,7,scenario_single_choice,scenario_application,Scenario: A recruiter wants to upload candidate work authorization documents to a personal drive for convenience. What should happen next?,Keep the issue in a private note until the final outcome is known.,Use the approved secure system and follow privacy/document handling rules.,Continue using the old information because changing records mid-process creates extra work.,Let the person who discovered the issue decide without involving the required owner or workflow.,B,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-LEGAL-001-Q08,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-LEGAL-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",100% high-risk legal/privacy/selection issues routed before action.,D,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
HIS-TRN-FIN-001-Q01,HIS-TRN-FIN-001,HIS-SOP-FIN-001,1,single_choice,understanding,"For HIS-SOP-FIN-001 (finance/billing/margin), what is the primary business reason the SOP exists?",To provide optional reference guidance for finance/billing/margin that teams may adapt without approval.,To let managers bypass formal records when urgency is high and document later.,"To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.","Protects revenue, margin, payroll accuracy, billing confidence, AR/AP follow-up, and client trust.",D,"The SOP exists to support the specific business outcome described for finance/billing/margin, not to create optional paperwork.",purpose;business_value
HIS-TRN-FIN-001-Q02,HIS-TRN-FIN-001,HIS-SOP-FIN-001,2,single_choice,application,"Before preparing billing, payroll, or margin records is treated as ready under HIS-SOP-FIN-001, which control is required?","Approved rate, start/end dates, timesheet status, invoice data, payroll inputs, AR/AP follow-up, and margin exceptions must be verified.",Use the most recent email or chat thread as the only working standard.,"Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Proceed if the candidate/client seems urgent, even if required records are not complete.",A,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-FIN-001-Q03,HIS-TRN-FIN-001,HIS-SOP-FIN-001,3,single_choice,application,"Which record best proves HIS-SOP-FIN-001 was followed for preparing billing, payroll, or margin records?","A generic completion message that does not include evidence, owner, or next step.","Rate approval, timesheet/invoice data, payroll status, margin exception approval, AR/AP follow-up, and payment notes.",A verbal update in the daily standup with no system entry.,A personal note or spreadsheet maintained by one team member only.,B,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-FIN-001-Q04,HIS-TRN-FIN-001,HIS-SOP-FIN-001,4,scenario_single_choice,scenario_application,"Scenario: A contractor started, but start date and approved rate differ between email and Ceipal. What is the best response?",Move forward quickly and document the exception only if a problem occurs.,Reconcile the source records and obtain approved correction before invoicing or payroll processing.,Treat the issue as resolved if a verbal confirmation was received.,Ask the team to handle it informally because the situation is time-sensitive.,B,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-FIN-001-Q05,HIS-TRN-FIN-001,HIS-SOP-FIN-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-FIN-001?,Believing every completed record should also have a clear owner and due date.,Treating the finance and margin governance record as optional when the team is busy or the role is urgent.,Using the approved system to make handoffs visible to managers and teammates.,Escalating blockers early when required information or approval is missing.,B,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-FIN-001-Q06,HIS-TRN-FIN-001,HIS-SOP-FIN-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-FIN-001?,Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,"Only the newest team member working the task, because they are closest to the work.",Finance owns billing/payroll/AR; Sales/Delivery supplies accurate start/rate/timesheet data.,D,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-FIN-001-Q07,HIS-TRN-FIN-001,HIS-SOP-FIN-001,7,scenario_single_choice,scenario_application,Scenario: A timesheet is missing but invoice deadline is today. What should happen next?,Let the person who discovered the issue decide without involving the required owner or workflow.,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,Escalate and track the missing timesheet; do not invoice/pay from assumptions without approval.,D,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-FIN-001-Q08,HIS-TRN-FIN-001,HIS-SOP-FIN-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-FIN-001 is working after rollout?,100% rate/margin exceptions documented and fewer billing disputes.,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",A,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
HIS-TRN-OPS-001-Q01,HIS-TRN-OPS-001,HIS-SOP-OPS-001,1,single_choice,understanding,"For HIS-SOP-OPS-001 (tool access and deprovisioning), what is the primary business reason the SOP exists?",To provide optional reference guidance for tool access and deprovisioning that teams may adapt without approval.,To let managers bypass formal records when urgency is high and document later.,"To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.","Controls access requests, least privilege, credential sharing, password resets, exit access removal, and tool misuse prevention.",D,"The SOP exists to support the specific business outcome described for tool access and deprovisioning, not to create optional paperwork.",purpose;business_value
HIS-TRN-OPS-001-Q02,HIS-TRN-OPS-001,HIS-SOP-OPS-001,2,single_choice,application,"Before granting or removing tool access is treated as ready under HIS-SOP-OPS-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.",Use the most recent email or chat thread as the only working standard.,"Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Manager approval, role-based access, security acknowledgment, access log, periodic review, and same-day deprovisioning on exit are required.",D,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-OPS-001-Q03,HIS-TRN-OPS-001,HIS-SOP-OPS-001,3,single_choice,application,Which record best proves HIS-SOP-OPS-001 was followed for granting or removing tool access?,"Access request, approval, role granted, security acknowledgment, access log, review date, and removal confirmation.",A verbal update in the daily standup with no system entry.,"A generic completion message that does not include evidence, owner, or next step.",A personal note or spreadsheet maintained by one team member only.,A,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-OPS-001-Q04,HIS-TRN-OPS-001,HIS-SOP-OPS-001,4,scenario_single_choice,scenario_application,Scenario: A new recruiter asks a peer for shared Ceipal credentials to start quickly. What is the best response?,Reject shared credentials and route an approved access request with role-based permissions.,Move forward quickly and document the exception only if a problem occurs.,Ask the team to handle it informally because the situation is time-sensitive.,Treat the issue as resolved if a verbal confirmation was received.,A,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-OPS-001-Q05,HIS-TRN-OPS-001,HIS-SOP-OPS-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-OPS-001?,Believing every completed record should also have a clear owner and due date.,Using the approved system to make handoffs visible to managers and teammates.,Escalating blockers early when required information or approval is missing.,Treating the access request/deprovisioning record as optional when the team is busy or the role is urgent.,D,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-OPS-001-Q06,HIS-TRN-OPS-001,HIS-SOP-OPS-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-OPS-001?,Ops grants/removes access; manager confirms business need and exit/role-change timing.,"Only the newest team member working the task, because they are closest to the work.",No assigned owner is needed if the team discusses it in a meeting.,Any person can close it without review if the outcome looks positive.,A,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-OPS-001-Q07,HIS-TRN-OPS-001,HIS-SOP-OPS-001,7,scenario_single_choice,scenario_application,Scenario: An employee resigns and the last working day changes suddenly. What should happen next?,"Update deprovisioning timing and remove access according to risk/last working day, documenting confirmation.",Let the person who discovered the issue decide without involving the required owner or workflow.,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,A,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-OPS-001-Q08,HIS-TRN-OPS-001,HIS-SOP-OPS-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-OPS-001 is working after rollout?,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",100% access removal on exit same day and approved role-based access only.,D,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
HIS-TRN-HR-001-Q01,HIS-TRN-HR-001,HIS-SOP-HR-001,1,single_choice,understanding,"For HIS-SOP-HR-001 (training and performance linkage), what is the primary business reason the SOP exists?",To let managers bypass formal records when urgency is high and document later.,"Connects SOPs to training, acknowledgment, role expectations, scorecards, coaching, probation, PIP, and performance management.","To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.",To provide optional reference guidance for training and performance linkage that teams may adapt without approval.,B,"The SOP exists to support the specific business outcome described for training and performance linkage, not to create optional paperwork.",purpose;business_value
HIS-TRN-HR-001-Q02,HIS-TRN-HR-001,HIS-SOP-HR-001,2,single_choice,application,"Before assigning SOP training and linking it to goals/performance is treated as ready under HIS-SOP-HR-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",Use the most recent email or chat thread as the only working standard.,"Training assignment, role mapping, quiz/live sample, acknowledgment, coaching, goal linkage, and PIP/probation use must be tracked.",D,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-HR-001-Q03,HIS-TRN-HR-001,HIS-SOP-HR-001,3,single_choice,application,Which record best proves HIS-SOP-HR-001 was followed for assigning SOP training and linking it to goals/performance?,"A generic completion message that does not include evidence, owner, or next step.",A personal note or spreadsheet maintained by one team member only.,"Training completion, quiz score, live sample result, acknowledgment, goal mapping, coaching note, and PIP/probation linkage.",A verbal update in the daily standup with no system entry.,C,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-HR-001-Q04,HIS-TRN-HR-001,HIS-SOP-HR-001,4,scenario_single_choice,scenario_application,Scenario: An employee is asked to acknowledge an SOP before training or role explanation. What is the best response?,Move forward quickly and document the exception only if a problem occurs.,Ask the team to handle it informally because the situation is time-sensitive.,"Assign and complete relevant training first, then capture acknowledgment of the specific SOP version.",Treat the issue as resolved if a verbal confirmation was received.,C,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-HR-001-Q05,HIS-TRN-HR-001,HIS-SOP-HR-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-HR-001?,Using the approved system to make handoffs visible to managers and teammates.,Escalating blockers early when required information or approval is missing.,Treating the training acknowledgment and performance linkage record as optional when the team is busy or the role is urgent.,Believing every completed record should also have a clear owner and due date.,C,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-HR-001-Q06,HIS-TRN-HR-001,HIS-SOP-HR-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-HR-001?,Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,"Only the newest team member working the task, because they are closest to the work.",HR/Ops manages training records; managers coach and link SOP behavior to performance.,D,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-HR-001-Q07,HIS-TRN-HR-001,HIS-SOP-HR-001,7,scenario_single_choice,scenario_application,Scenario: A manager wants to use SOP non-compliance in a review but has no coaching or evidence record. What should happen next?,Let the person who discovered the issue decide without involving the required owner or workflow.,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,"Document evidence, coaching, expectations, and follow-up before using it in performance action.",D,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-HR-001-Q08,HIS-TRN-HR-001,HIS-SOP-HR-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-HR-001 is working after rollout?,95%+ training completion by due date and role-specific SOP adherence evidence.,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.",A,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
HIS-TRN-AUDIT-001-Q01,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,1,single_choice,understanding,"For HIS-SOP-AUDIT-001 (audit and MBR), what is the primary business reason the SOP exists?","To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.","Creates weekly audit, KPI review, corrective action, and MBR discipline so SOPs become business performance controls.",To let managers bypass formal records when urgency is high and document later.,To provide optional reference guidance for audit and MBR that teams may adapt without approval.,B,"The SOP exists to support the specific business outcome described for audit and MBR, not to create optional paperwork.",purpose;business_value
HIS-TRN-AUDIT-001-Q02,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,2,single_choice,application,"Before running weekly audits and monthly business reviews is treated as ready under HIS-SOP-AUDIT-001, which control is required?","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Dashboard review, sample selection, finding, owner, corrective action, due date, and closure status must be recorded.",Use the most recent email or chat thread as the only working standard.,"Proceed if the candidate/client seems urgent, even if required records are not complete.",B,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-AUDIT-001-Q03,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,3,single_choice,application,Which record best proves HIS-SOP-AUDIT-001 was followed for running weekly audits and monthly business reviews?,"Audit sample, finding severity, owner, corrective action, due date, closure evidence, and MBR summary.",A personal note or spreadsheet maintained by one team member only.,A verbal update in the daily standup with no system entry.,"A generic completion message that does not include evidence, owner, or next step.",A,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-AUDIT-001-Q04,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,4,scenario_single_choice,scenario_application,Scenario: A weekly audit finds missing screening notes but no owner is assigned. What is the best response?,"Create an audit finding with owner, due date, corrective action, and closure evidence.",Ask the team to handle it informally because the situation is time-sensitive.,Move forward quickly and document the exception only if a problem occurs.,Treat the issue as resolved if a verbal confirmation was received.,A,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-AUDIT-001-Q05,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-AUDIT-001?,Using the approved system to make handoffs visible to managers and teammates.,Believing every completed record should also have a clear owner and due date.,Treating the audit finding and KPI review record as optional when the team is busy or the role is urgent.,Escalating blockers early when required information or approval is missing.,C,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-AUDIT-001-Q06,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-AUDIT-001?,Any person can close it without review if the outcome looks positive.,Managers run weekly audits; CEO/Ops reviews MBR and escalations.,"Only the newest team member working the task, because they are closest to the work.",No assigned owner is needed if the team discusses it in a meeting.,B,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-AUDIT-001-Q07,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,7,scenario_single_choice,scenario_application,Scenario: Monthly metrics look good but candidate complaints are rising. What should happen next?,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,"Include candidate feedback as an MBR signal and investigate quality/communication gaps, not just volume KPIs.",Let the person who discovered the issue decide without involving the required owner or workflow.,C,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-AUDIT-001-Q08,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-AUDIT-001 is working after rollout?,"Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.",90%+ audit findings closed on time and KPIs reviewed monthly.,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",C,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
HIS-TRN-TRAIN-001-Q01,HIS-TRN-TRAIN-001,HIS-TRAIN-001,1,single_choice,understanding,"For HIS-TRAIN-001 (role-based training), what is the primary business reason the SOP exists?","Defines how training is designed, assigned, evaluated, and certified by role so employees can apply SOPs in real work.",To let managers bypass formal records when urgency is high and document later.,To provide optional reference guidance for role-based training that teams may adapt without approval.,"To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.",A,"The SOP exists to support the specific business outcome described for role-based training, not to create optional paperwork.",purpose;business_value
HIS-TRN-TRAIN-001-Q02,HIS-TRN-TRAIN-001,HIS-TRAIN-001,2,single_choice,application,"Before designing or assigning training is treated as ready under HIS-TRAIN-001, which control is required?","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Proceed if the candidate/client seems urgent, even if required records are not complete.",Use the most recent email or chat thread as the only working standard.,"Audience, objectives, materials, quiz, live evidence, acknowledgment, and refresh cycle must be designed by role.",D,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-TRAIN-001-Q03,HIS-TRN-TRAIN-001,HIS-TRAIN-001,3,single_choice,application,Which record best proves HIS-TRAIN-001 was followed for designing or assigning training?,"Training module, objectives, lesson content, quiz bank, assignment rules, scores, live evidence, and certification status.",A verbal update in the daily standup with no system entry.,A personal note or spreadsheet maintained by one team member only.,"A generic completion message that does not include evidence, owner, or next step.",A,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-TRAIN-001-Q04,HIS-TRN-TRAIN-001,HIS-TRAIN-001,4,scenario_single_choice,scenario_application,Scenario: A recruiter completes a module but cannot apply the checklist to a real candidate screen. What is the best response?,Treat the issue as resolved if a verbal confirmation was received.,Move forward quickly and document the exception only if a problem occurs.,"Require live work evidence/coaching before certification, not just quiz completion.",Ask the team to handle it informally because the situation is time-sensitive.,C,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-TRAIN-001-Q05,HIS-TRN-TRAIN-001,HIS-TRAIN-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-TRAIN-001?,Treating the training module and certification record as optional when the team is busy or the role is urgent.,Believing every completed record should also have a clear owner and due date.,Escalating blockers early when required information or approval is missing.,Using the approved system to make handoffs visible to managers and teammates.,A,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-TRAIN-001-Q06,HIS-TRN-TRAIN-001,HIS-TRAIN-001,6,single_choice,application,Who should own or verify the key control for HIS-TRAIN-001?,"Only the newest team member working the task, because they are closest to the work.",Training owner designs; managers validate live work application.,Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,B,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-TRAIN-001-Q07,HIS-TRN-TRAIN-001,HIS-TRAIN-001,7,scenario_single_choice,scenario_application,Scenario: The same training is assigned to Finance and Recruiters even though their workflows differ. What should happen next?,Use role-based assignments so each audience receives the right level of training.,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,Let the person who discovered the issue decide without involving the required owner or workflow.,A,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-TRAIN-001-Q08,HIS-TRN-TRAIN-001,HIS-TRAIN-001,8,single_choice,evaluation,Which evidence would best show that HIS-TRAIN-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","Training completion plus demonstrated application in live work, not attendance alone.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",B,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
HIS-TRN-TPL-001-Q01,HIS-TRN-TPL-001,HIS-TPL-001,1,single_choice,understanding,"For HIS-TPL-001 (templates and manager tools), what is the primary business reason the SOP exists?","To focus mainly on activity volume even if records, handoffs, or quality controls are incomplete.",To provide optional reference guidance for templates and manager tools that teams may adapt without approval.,"Standardizes checklists, acknowledgments, audit forms, coaching notes, field templates, and manager follow-through tools.",To let managers bypass formal records when urgency is high and document later.,C,"The SOP exists to support the specific business outcome described for templates and manager tools, not to create optional paperwork.",purpose;business_value
HIS-TRN-TPL-001-Q02,HIS-TRN-TPL-001,HIS-TPL-001,2,single_choice,application,"Before using checklists, acknowledgments, and field templates is treated as ready under HIS-TPL-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Correct template, completed fields, evidence, owner, due date, and follow-up status must be used consistently.",Use the most recent email or chat thread as the only working standard.,C,Readiness requires the module-specific control to be completed and visible in the approved system.,required_control;readiness
HIS-TRN-TPL-001-Q03,HIS-TRN-TPL-001,HIS-TPL-001,3,single_choice,application,"Which record best proves HIS-TPL-001 was followed for using checklists, acknowledgments, and field templates?","Completed template/checklist, evidence attachment, owner, date, status, and follow-up notes.",A personal note or spreadsheet maintained by one team member only.,A verbal update in the daily standup with no system entry.,"A generic completion message that does not include evidence, owner, or next step.",A,"The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation;system_record
HIS-TRN-TPL-001-Q04,HIS-TRN-TPL-001,HIS-TPL-001,4,scenario_single_choice,scenario_application,Scenario: A manager gives coaching verbally but does not use the coaching-note template. What is the best response?,"Document the coaching using the approved template with expectation, evidence, owner, and next follow-up.",Treat the issue as resolved if a verbal confirmation was received.,Ask the team to handle it informally because the situation is time-sensitive.,Move forward quickly and document the exception only if a problem occurs.,A,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario;edge_case
HIS-TRN-TPL-001-Q05,HIS-TRN-TPL-001,HIS-TPL-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-TPL-001?,Believing every completed record should also have a clear owner and due date.,Using the approved system to make handoffs visible to managers and teammates.,Treating the completed manager template/checklist record as optional when the team is busy or the role is urgent.,Escalating blockers early when required information or approval is missing.,C,A common failure mode is treating the key artifact/control as optional under pressure; the other options are expected behaviors.,misunderstanding;risk
HIS-TRN-TPL-001-Q06,HIS-TRN-TPL-001,HIS-TPL-001,6,single_choice,application,Who should own or verify the key control for HIS-TPL-001?,Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,Managers use templates; Ops/HR audits consistency and completeness.,"Only the newest team member working the task, because they are closest to the work.",C,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership;manager_control
HIS-TRN-TPL-001-Q07,HIS-TRN-TPL-001,HIS-TPL-001,7,scenario_single_choice,scenario_application,Scenario: A checklist is copied forward with blank evidence fields. What should happen next?,Continue using the old information because changing records mid-process creates extra work.,Keep the issue in a private note until the final outcome is known.,Complete the required fields with actual evidence or mark the item not complete.,Let the person who discovered the issue decide without involving the required owner or workflow.,C,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario;second_scenario
HIS-TRN-TPL-001-Q08,HIS-TRN-TPL-001,HIS-TPL-001,8,single_choice,evaluation,Which evidence would best show that HIS-TPL-001 is working after rollout?,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.",Templates reduce missed steps and create consistent evidence for audits/coaching.,"Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",C,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure;kpi
