questionId,trainingId,sopCode,questionNo,question_type,cognitive_level,prompt,optionA,optionB,optionC,optionD,correct_option,correct_answer_text,rationale,tags,auto_gradable,requires_human_review,points
HIS-TRN-MKT-001-Q05,HIS-TRN-MKT-001,HIS-SOP-MKT-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-MKT-001?,Assuming a post is safe because it supports Hire’in’s brand even when claims are not reviewed.,"Treating likes and impressions as success even if the content does not support hiring, candidate trust, or BD.","Publishing role or client-related content without confirming approval, confidentiality, and audience fit.","Publishing or promoting content without approved positioning, claim checks, audience fit, and lead-generation purpose.",D,"Publishing or promoting content without approved positioning, claim checks, audience fit, and lead-generation purpose.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-MKT-001-Q06,HIS-TRN-MKT-001,HIS-SOP-MKT-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-MKT-001?,Marketing drafts; reviewer/CMO/CEO approves claims and publishing where required.,No assigned owner is needed if the team discusses it in a meeting.,"Only the newest team member working the task, because they are closest to the work.",Any person can close it without review if the outcome looks positive.,A,Marketing drafts; reviewer/CMO/CEO approves claims and publishing where required.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-MKT-001-Q07,HIS-TRN-MKT-001,HIS-SOP-MKT-001,7,scenario_single_choice,scenario_application,Scenario: A LinkedIn campaign generates leads but no one owns follow-up. What should happen next?,Let the person who discovered the issue decide without involving the required owner or workflow.,Assign lead ownership and route leads to BD/Sales with follow-up status tracked.,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,B,Assign lead ownership and route leads to BD/Sales with follow-up status tracked.,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-MKT-001-Q08,HIS-TRN-MKT-001,HIS-SOP-MKT-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-MKT-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","Consistent brand voice, approved claims, and trackable leads from content.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",C,"Consistent brand voice, approved claims, and trackable leads from content.","The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-CX-001-Q01,HIS-TRN-CX-001,HIS-SOP-CX-001,1,single_choice,understanding,"For HIS-SOP-CX-001 (candidate experience), what is the primary business reason the SOP exists?","Makes candidate communication, rejection handling, interview prep, placement follow-up, re-engagement, and referrals consistent.",To communicate only with candidates who are likely to be submitted or placed.,To let rejection or delay communication depend on recruiter availability rather than a service standard.,To focus on candidate experience only after interviews are scheduled.,A,"Makes candidate communication, rejection handling, interview prep, placement follow-up, re-engagement, and referrals consistent.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-CX-001-Q02,HIS-TRN-CX-001,HIS-SOP-CX-001,2,single_choice,application,"Before communicating with candidates across the lifecycle is treated as ready under HIS-SOP-CX-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.","Role explanation, next steps, communication log, follow-up date, rejection/feedback handling, and re-engagement plan must be maintained.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",Use the most recent email or chat thread as the only working standard.,B,"Role explanation, next steps, communication log, follow-up date, rejection/feedback handling, and re-engagement plan must be maintained.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-CX-001-Q03,HIS-TRN-CX-001,HIS-SOP-CX-001,3,single_choice,application,Which record best proves HIS-SOP-CX-001 was followed for communicating with candidates across the lifecycle?,A verbal update in the daily standup with no system entry.,A personal note or spreadsheet maintained by one team member only.,"Candidate communication notes, next step, SLA status, rejection/dropout reason, re-engagement tag, and follow-up date.","A generic completion message that does not include evidence, owner, or next step.",C,"Candidate communication notes, next step, SLA status, rejection/dropout reason, re-engagement tag, and follow-up date.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-CX-001-Q04,HIS-TRN-CX-001,HIS-SOP-CX-001,4,scenario_single_choice,scenario_application,Scenario: A candidate interviewed but has not received an update for several days. What is the best response?,Ask the team to handle it informally because the situation is time-sensitive.,Move forward quickly and document the exception only if a problem occurs.,Treat the issue as resolved if a verbal confirmation was received.,"Send a professional status update, document the communication, and escalate delayed client feedback if needed.",D,"Send a professional status update, document the communication, and escalate delayed client feedback if needed.","The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-CX-001-Q05,HIS-TRN-CX-001,HIS-SOP-CX-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-CX-001?,"Treating candidate communication as recruiter preference instead of a measurable service standard before, during, and after placement.","Assuming candidate care means being friendly, even when role details, next steps, and delays are unclear.",Ignoring re-engagement notes for rejected candidates because they are not active submissions today.,"Treating no-response candidates as closed without documenting attempts, reason, and future fit.",A,"Treating candidate communication as recruiter preference instead of a measurable service standard before, during, and after placement.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-CX-001-Q06,HIS-TRN-CX-001,HIS-SOP-CX-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-CX-001?,No assigned owner is needed if the team discusses it in a meeting.,Recruiter owns candidate communication; lead/manager audits SLA and quality.,Any person can close it without review if the outcome looks positive.,"Only the newest team member working the task, because they are closest to the work.",B,Recruiter owns candidate communication; lead/manager audits SLA and quality.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-CX-001-Q07,HIS-TRN-CX-001,HIS-SOP-CX-001,7,scenario_single_choice,scenario_application,Scenario: A candidate is rejected but is strong for future roles. What should happen next?,Let the person who discovered the issue decide without involving the required owner or workflow.,Continue using the old information because changing records mid-process creates extra work.,"Communicate respectfully, document the reason, and tag for re-engagement with future-fit notes.",Keep the issue in a private note until the final outcome is known.,C,"Communicate respectfully, document the reason, and tag for re-engagement with future-fit notes.","The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-CX-001-Q08,HIS-TRN-CX-001,HIS-SOP-CX-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-CX-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",90%+ candidate communication SLA adherence and improved candidate trust/referrals.,D,90%+ candidate communication SLA adherence and improved candidate trust/referrals.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-PLAT-001-Q01,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,1,single_choice,understanding,"For HIS-SOP-PLAT-001 (KleriQ and ProKred platform usage), what is the primary business reason the SOP exists?",To position KleriQ and ProKred as internal Hire’in tools that candidates must use in every case.,Clarifies how employees should position and use KleriQ and ProKred as separate SaaS platforms used by Hire'in as pilot/design-partner tools.,To let recruiters explain SaaS features in their own words without approved privacy or usage language.,To use platform adoption as a substitute for recruiter judgment and candidate consent.,B,Clarifies how employees should position and use KleriQ and ProKred as separate SaaS platforms used by Hire'in as pilot/design-partner tools.,The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-PLAT-001-Q02,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,2,single_choice,application,"Before explaining third-party SaaS tools to candidates/team members is treated as ready under HIS-SOP-PLAT-001, which control is required?","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Proceed if the candidate/client seems urgent, even if required records are not complete.","Correct platform explanation, candidate consent, approved script, separate SaaS positioning, and no false mandatory/security claims are required.",Use the most recent email or chat thread as the only working standard.,C,"Correct platform explanation, candidate consent, approved script, separate SaaS positioning, and no false mandatory/security claims are required.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-PLAT-001-Q03,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,3,single_choice,application,Which record best proves HIS-SOP-PLAT-001 was followed for explaining third-party SaaS tools to candidates/team members?,A personal note or spreadsheet maintained by one team member only.,"A generic completion message that does not include evidence, owner, or next step.",A verbal update in the daily standup with no system entry.,"Platform usage note, consent/acknowledgment where applicable, approved script use, and candidate/progress status.",D,"Platform usage note, consent/acknowledgment where applicable, approved script use, and candidate/progress status.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-PLAT-001-Q04,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,4,scenario_single_choice,scenario_application,Scenario: A recruiter tells a candidate “ProKred is just our internal Hire’in form and you must use it for everything.” What is the best response?,Correct the explanation: ProKred is a separate candidate-friendly SaaS platform used where appropriate for secure documentation and packet readiness.,Ask the team to handle it informally because the situation is time-sensitive.,Move forward quickly and document the exception only if a problem occurs.,Treat the issue as resolved if a verbal confirmation was received.,A,Correct the explanation: ProKred is a separate candidate-friendly SaaS platform used where appropriate for secure documentation and packet readiness.,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-PLAT-001-Q05,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-PLAT-001?,Calling ProKred a mandatory Hire’in internal form when it should be explained as a separate SaaS platform where applicable.,Presenting KleriQ or ProKred as Hire’in-only mandatory internal tools instead of separate SaaS platforms used where appropriate.,Telling clients or candidates that AI makes final staffing decisions instead of supporting human review.,Improvising privacy or ownership claims about KleriQ/ProKred instead of using approved positioning.,B,Presenting KleriQ or ProKred as Hire’in-only mandatory internal tools instead of separate SaaS platforms used where appropriate.,"The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-PLAT-001-Q06,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-PLAT-001?,"Only the newest team member working the task, because they are closest to the work.",No assigned owner is needed if the team discusses it in a meeting.,Recruiters use approved messaging; management owns positioning and commercial boundaries.,Any person can close it without review if the outcome looks positive.,C,Recruiters use approved messaging; management owns positioning and commercial boundaries.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-PLAT-001-Q07,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,7,scenario_single_choice,scenario_application,Scenario: A client asks whether KleriQ makes final candidate decisions. What should happen next?,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,Let the person who discovered the issue decide without involving the required owner or workflow.,"Explain that KleriQ supports requirement clarity; trained humans remain responsible for screening, quality, and final submission decisions.",D,"Explain that KleriQ supports requirement clarity; trained humans remain responsible for screening, quality, and final submission decisions.","The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-PLAT-001-Q08,HIS-TRN-PLAT-001,HIS-SOP-PLAT-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-PLAT-001 is working after rollout?,Correct platform adoption without confusing ProKred/KleriQ as internal-only tools.,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",A,Correct platform adoption without confusing ProKred/KleriQ as internal-only tools.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-LEGAL-001-Q01,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,1,single_choice,understanding,"For HIS-SOP-LEGAL-001 (legal/privacy/compliance), what is the primary business reason the SOP exists?","To let teams handle legal, privacy, or work authorization issues informally until a client asks questions.",To treat candidate consent and data privacy as recruiter preferences rather than compliance requirements.,"Reduces legal and compliance risk in contracts, NDAs, candidate data, privacy, job-related screening, work authorization, and escalation.",To let business urgency override escalation when contract or discrimination risk appears.,C,"Reduces legal and compliance risk in contracts, NDAs, candidate data, privacy, job-related screening, work authorization, and escalation.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-LEGAL-001-Q02,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,2,single_choice,application,"Before handling contracts, privacy, EEOC, and work authorization risks is treated as ready under HIS-SOP-LEGAL-001, which control is required?",Use the most recent email or chat thread as the only working standard.,"Proceed if the candidate/client seems urgent, even if required records are not complete.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Privacy risk, contract/NDA routing, job-related selection criteria, work authorization handling, and escalation must be documented.",D,"Privacy risk, contract/NDA routing, job-related selection criteria, work authorization handling, and escalation must be documented.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-LEGAL-001-Q03,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,3,single_choice,application,"Which record best proves HIS-SOP-LEGAL-001 was followed for handling contracts, privacy, EEOC, and work authorization risks?","Legal/compliance review status, privacy assessment, contract/NDA route, selection criteria notes, and escalation outcome.",A personal note or spreadsheet maintained by one team member only.,"A generic completion message that does not include evidence, owner, or next step.",A verbal update in the daily standup with no system entry.,A,"Legal/compliance review status, privacy assessment, contract/NDA route, selection criteria notes, and escalation outcome.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-LEGAL-001-Q04,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,4,scenario_single_choice,scenario_application,Scenario: A client says they only want candidates of a certain age range for a role. What is the best response?,Ask the team to handle it informally because the situation is time-sensitive.,Do not act on the preference; escalate as a potentially discriminatory request and keep screening job-related.,Move forward quickly and document the exception only if a problem occurs.,Treat the issue as resolved if a verbal confirmation was received.,B,Do not act on the preference; escalate as a potentially discriminatory request and keep screening job-related.,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-LEGAL-001-Q05,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-LEGAL-001?,"Assuming a client request is acceptable because it came from the client, even when it may be discriminatory or non-job-related.",Collecting immigration or work authorization documents before confirming business need and approved handling rules.,"Treating privacy, EEOC, immigration, or contract concerns as business judgment instead of compliance-sensitive escalation items.",Forwarding contract or NDA language for speed without verifying approval path and confidentiality.,C,"Treating privacy, EEOC, immigration, or contract concerns as business judgment instead of compliance-sensitive escalation items.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-LEGAL-001-Q06,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-LEGAL-001?,"Only the newest team member working the task, because they are closest to the work.",Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,Ops/HR/Legal owner reviews high-risk issues; recruiters and managers escalate concerns early.,D,Ops/HR/Legal owner reviews high-risk issues; recruiters and managers escalate concerns early.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-LEGAL-001-Q07,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,7,scenario_single_choice,scenario_application,Scenario: A recruiter wants to upload candidate work authorization documents to a personal drive for convenience. What should happen next?,Use the approved secure system and follow privacy/document handling rules.,Let the person who discovered the issue decide without involving the required owner or workflow.,Continue using the old information because changing records mid-process creates extra work.,Keep the issue in a private note until the final outcome is known.,A,Use the approved secure system and follow privacy/document handling rules.,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-LEGAL-001-Q08,HIS-TRN-LEGAL-001,HIS-SOP-LEGAL-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-LEGAL-001 is working after rollout?,"Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",100% high-risk legal/privacy/selection issues routed before action.,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",B,100% high-risk legal/privacy/selection issues routed before action.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-FIN-001-Q01,HIS-TRN-FIN-001,HIS-SOP-FIN-001,1,single_choice,understanding,"For HIS-SOP-FIN-001 (finance/billing/margin), what is the primary business reason the SOP exists?","To allow billing, payroll, and margin checks to happen after the placement starts.",To let account teams promise rates first and ask finance to reconcile margins later.,To treat timesheet and invoice documentation as a back-office concern only.,"Protects revenue, margin, payroll accuracy, billing confidence, AR/AP follow-up, and client trust.",D,"Protects revenue, margin, payroll accuracy, billing confidence, AR/AP follow-up, and client trust.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-FIN-001-Q02,HIS-TRN-FIN-001,HIS-SOP-FIN-001,2,single_choice,application,"Before preparing billing, payroll, or margin records is treated as ready under HIS-SOP-FIN-001, which control is required?","Approved rate, start/end dates, timesheet status, invoice data, payroll inputs, AR/AP follow-up, and margin exceptions must be verified.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",Use the most recent email or chat thread as the only working standard.,"Proceed if the candidate/client seems urgent, even if required records are not complete.",A,"Approved rate, start/end dates, timesheet status, invoice data, payroll inputs, AR/AP follow-up, and margin exceptions must be verified.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-FIN-001-Q03,HIS-TRN-FIN-001,HIS-SOP-FIN-001,3,single_choice,application,"Which record best proves HIS-SOP-FIN-001 was followed for preparing billing, payroll, or margin records?",A verbal update in the daily standup with no system entry.,"Rate approval, timesheet/invoice data, payroll status, margin exception approval, AR/AP follow-up, and payment notes.",A personal note or spreadsheet maintained by one team member only.,"A generic completion message that does not include evidence, owner, or next step.",B,"Rate approval, timesheet/invoice data, payroll status, margin exception approval, AR/AP follow-up, and payment notes.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-FIN-001-Q04,HIS-TRN-FIN-001,HIS-SOP-FIN-001,4,scenario_single_choice,scenario_application,"Scenario: A contractor started, but start date and approved rate differ between email and Ceipal. What is the best response?",Treat the issue as resolved if a verbal confirmation was received.,Ask the team to handle it informally because the situation is time-sensitive.,Reconcile the source records and obtain approved correction before invoicing or payroll processing.,Move forward quickly and document the exception only if a problem occurs.,C,Reconcile the source records and obtain approved correction before invoicing or payroll processing.,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-FIN-001-Q05,HIS-TRN-FIN-001,HIS-SOP-FIN-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-FIN-001?,"Assuming a start can be billed cleanly if rate, timesheet approval, and client terms are not fully documented.",Treating margin exceptions as sales judgment rather than documented approval and finance visibility.,Waiting until month end to reconcile contractor payroll or AR/AP issues that are already visible.,Treating finance/margin/timesheet records as back-office cleanup instead of required controls before billing and payroll accuracy.,D,Treating finance/margin/timesheet records as back-office cleanup instead of required controls before billing and payroll accuracy.,"The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-FIN-001-Q06,HIS-TRN-FIN-001,HIS-SOP-FIN-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-FIN-001?,Finance owns billing/payroll/AR; Sales/Delivery supplies accurate start/rate/timesheet data.,No assigned owner is needed if the team discusses it in a meeting.,"Only the newest team member working the task, because they are closest to the work.",Any person can close it without review if the outcome looks positive.,A,Finance owns billing/payroll/AR; Sales/Delivery supplies accurate start/rate/timesheet data.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-FIN-001-Q07,HIS-TRN-FIN-001,HIS-SOP-FIN-001,7,scenario_single_choice,scenario_application,Scenario: A timesheet is missing but invoice deadline is today. What should happen next?,Continue using the old information because changing records mid-process creates extra work.,Escalate and track the missing timesheet; do not invoice/pay from assumptions without approval.,Keep the issue in a private note until the final outcome is known.,Let the person who discovered the issue decide without involving the required owner or workflow.,B,Escalate and track the missing timesheet; do not invoice/pay from assumptions without approval.,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-FIN-001-Q08,HIS-TRN-FIN-001,HIS-SOP-FIN-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-FIN-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",100% rate/margin exceptions documented and fewer billing disputes.,"Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",C,100% rate/margin exceptions documented and fewer billing disputes.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-OPS-001-Q01,HIS-TRN-OPS-001,HIS-SOP-OPS-001,1,single_choice,understanding,"For HIS-SOP-OPS-001 (tool access and deprovisioning), what is the primary business reason the SOP exists?","Controls access requests, least privilege, credential sharing, password resets, exit access removal, and tool misuse prevention.",To give users broad tool access so they are not blocked during urgent staffing work.,To let managers share credentials temporarily while Ops creates proper access.,To remove tool access only after final settlement or exit paperwork is complete.,A,"Controls access requests, least privilege, credential sharing, password resets, exit access removal, and tool misuse prevention.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-OPS-001-Q02,HIS-TRN-OPS-001,HIS-SOP-OPS-001,2,single_choice,application,"Before granting or removing tool access is treated as ready under HIS-SOP-OPS-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.","Manager approval, role-based access, security acknowledgment, access log, periodic review, and same-day deprovisioning on exit are required.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",Use the most recent email or chat thread as the only working standard.,B,"Manager approval, role-based access, security acknowledgment, access log, periodic review, and same-day deprovisioning on exit are required.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-OPS-001-Q03,HIS-TRN-OPS-001,HIS-SOP-OPS-001,3,single_choice,application,Which record best proves HIS-SOP-OPS-001 was followed for granting or removing tool access?,A personal note or spreadsheet maintained by one team member only.,A verbal update in the daily standup with no system entry.,"Access request, approval, role granted, security acknowledgment, access log, review date, and removal confirmation.","A generic completion message that does not include evidence, owner, or next step.",C,"Access request, approval, role granted, security acknowledgment, access log, review date, and removal confirmation.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-OPS-001-Q04,HIS-TRN-OPS-001,HIS-SOP-OPS-001,4,scenario_single_choice,scenario_application,Scenario: A new recruiter asks a peer for shared Ceipal credentials to start quickly. What is the best response?,Ask the team to handle it informally because the situation is time-sensitive.,Move forward quickly and document the exception only if a problem occurs.,Treat the issue as resolved if a verbal confirmation was received.,Reject shared credentials and route an approved access request with role-based permissions.,D,Reject shared credentials and route an approved access request with role-based permissions.,"The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-OPS-001-Q05,HIS-TRN-OPS-001,HIS-SOP-OPS-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-OPS-001?,"Treating access requests, credential controls, or deprovisioning as admin convenience instead of role-based security controls.",Assuming manager approval is enough to share a login temporarily until formal access is created.,Keeping exited or transferred users active because they might help with transition questions.,Granting full admin access for convenience instead of matching access to role need.,A,"Treating access requests, credential controls, or deprovisioning as admin convenience instead of role-based security controls.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-OPS-001-Q06,HIS-TRN-OPS-001,HIS-SOP-OPS-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-OPS-001?,No assigned owner is needed if the team discusses it in a meeting.,Ops grants/removes access; manager confirms business need and exit/role-change timing.,Any person can close it without review if the outcome looks positive.,"Only the newest team member working the task, because they are closest to the work.",B,Ops grants/removes access; manager confirms business need and exit/role-change timing.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-OPS-001-Q07,HIS-TRN-OPS-001,HIS-SOP-OPS-001,7,scenario_single_choice,scenario_application,Scenario: An employee resigns and the last working day changes suddenly. What should happen next?,Keep the issue in a private note until the final outcome is known.,Continue using the old information because changing records mid-process creates extra work.,"Update deprovisioning timing and remove access according to risk/last working day, documenting confirmation.",Let the person who discovered the issue decide without involving the required owner or workflow.,C,"Update deprovisioning timing and remove access according to risk/last working day, documenting confirmation.","The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-OPS-001-Q08,HIS-TRN-OPS-001,HIS-SOP-OPS-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-OPS-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",100% access removal on exit same day and approved role-based access only.,D,100% access removal on exit same day and approved role-based access only.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-HR-001-Q01,HIS-TRN-HR-001,HIS-SOP-HR-001,1,single_choice,understanding,"For HIS-SOP-HR-001 (training and performance linkage), what is the primary business reason the SOP exists?",To collect acknowledgments quickly so the company can show training completion.,"Connects SOPs to training, acknowledgment, role expectations, scorecards, coaching, probation, PIP, and performance management.","To let managers decide performance consequences without linking them to training, goals, and documented expectations.",To treat SOP training as a one-time HR activity rather than an operating control.,B,"Connects SOPs to training, acknowledgment, role expectations, scorecards, coaching, probation, PIP, and performance management.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
